fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Hector Lombard,1978-02-02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Cuba,male,middleweight,5,16,12,3,2 KO 0 Sub 1 Dec,8,3 KO 0 Sub 4 Dec,-6,2,7812,37.4,34,0,4.8,2572,3159,2905,2012-07-21,L - Tim Boetsch,2018-09-22,L - Thales Leites
Jake Shields,1979-01-09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,6,16,8,4,0 KO 0 Sub 4 Dec,3,1 KO 0 Sub 2 Dec,-1,2,7553,33.5,32.1,0,2.8,2674,3157,2964,2010-10-23,W - Martin Kampmann,2014-03-15,L - Hector Lombard
BJ Penn,1978-12-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,United States,male,"lightweight, featherweight",-1,16,27,12,7 KO 4 Sub 1 Dec,13,4 KO 1 Sub 8 Dec,-7,3,21376,29.9,29.9,5,2.6,2547,3154,2821,2001-05-04,W - Joey Gilbert,2019-05-11,L - Clay Guida
Ricardo Lamas,1982-05-21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,featherweight,2,16,17,11,4 KO 3 Sub 4 Dec,6,3 KO 0 Sub 3 Dec,1,4,10507,33.5,29.1,3,4.2,2948,3153,2892,2011-06-26,W - Matt Grice,2020-08-29,W - Bill Algeo
Nick Diaz,1983-08-02,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,United States,male,"middleweight, welterweight",3,16,15,7,4 KO 2 Sub 1 Dec,7,1 KO 0 Sub 6 Dec,-1,3,12272,25,27.8,2,4.1,2906,3149,2742,2003-09-26,W - Jeremy Jackson,2021-09-25,L - Robbie Lawler
Gilbert Melendez,1982-04-12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,United States,male,"featherweight, lightweight",1,13,7,1,0 KO 0 Sub 1 Dec,6,0 KO 1 Sub 5 Dec,-5,1,6413,33.6,29.7,2,3,2729,3149,3028,2013-04-20,L - Benson Henderson,2019-07-06,L - Arnold Allen
Jake Ellenberger,1985-03-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,4,16,21,10,6 KO 1 Sub 3 Dec,11,7 KO 1 Sub 3 Dec,-4,6,10137,28.7,31,5,3.3,2539,3144,2876,2009-09-16,L - Carlos Condit,2018-08-25,L - Bryan Barberena
Uriah Hall,1984-07-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Jamaica, United States",male,middleweight,8,16,19,10,8 KO 0 Sub 2 Dec,9,3 KO 0 Sub 6 Dec,-2,4,11768,32.7,30.8,2,4.7,2950,3143,2862,2013-04-13,L - Kelvin Gastelum,2022-07-02,L - Andre Muniz
Thiago Alves,1983-10-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,11,16,27,15,8 KO 1 Sub 6 Dec,12,3 KO 3 Sub 6 Dec,-2,7,17807,28.1,30.5,4,4.9,2556,3143,2799,2005-10-03,L - Spencer Fisher,2019-12-07,L - Tim Means
Chan Sung Jung,1987-03-17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,South Korea,male,featherweight,3,16,12,7,4 KO 2 Sub 1 Dec,5,4 KO 0 Sub 1 Dec,-2,3,9085,30.5,30,9,1.6,3090,3140,3046,2011-03-26,W - Leonard Garcia,2023-08-26,L - Max Holloway
Leonardo Santos,1980-02-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,11,7,2 KO 2 Sub 3 Dec,3,1 KO 1 Sub 1 Dec,-3,6,7155,37.7,29.1,2,6,2733,3140,2796,2013-06-08,W - William Macario,2022-08-20,L - Jared Gordon
Alexey Kunchenko,1984-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-2,2,3600,35,34.7,0,6.5,2701,3138,2896,2018-09-15,W - Thiago Alves,2020-03-14,L - Elizeu Zaleski dos Santos
Martin Kampmann,1982-04-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Denmark,male,welterweight,6,16,17,11,2 KO 5 Sub 4 Dec,6,4 KO 0 Sub 2 Dec,-2,4,9206,27.8,29.3,5,3.4,2924,3136,2797,2006-08-17,W - Crafton Wallace,2013-08-28,L - Carlos Condit
Elizeu Zaleski dos Santos,1986-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,13,16,18,11,4 KO 1 Sub 6 Dec,6,3 KO 0 Sub 3 Dec,-2,7,12522,33.6,31.6,3,6.9,2748,3136,2833,2015-05-30,L - Nicolas Dalby,2025-08-02,L - Neil Magny
Jussier Formiga,1985-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,1,16,16,9,0 KO 3 Sub 6 Dec,7,4 KO 0 Sub 3 Dec,-3,4,10855,31.5,29.1,1,6.2,2856,3134,2820,2012-10-05,L - John Dodson,2020-06-06,L - Alex Perez
Phil Davis,1984-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,3,16,13,9,0 KO 3 Sub 6 Dec,3,0 KO 0 Sub 3 Dec,-1,5,10127,27.7,29.9,1,4,3012,3132,2811,2010-02-06,W - Brian Stann,2015-01-24,L - Ryan Bader
Cub Swanson,1983-11-02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,featherweight,2,16,26,16,8 KO 0 Sub 8 Dec,10,2 KO 5 Sub 3 Dec,2,6,18635,34.2,31,11,3.6,2966,3130,2855,2011-11-12,L - Ricardo Lamas,2026-04-11,W - Nate Landwehr
James Vick,1987-02-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, lightweight",9,16,14,9,2 KO 3 Sub 4 Dec,5,4 KO 0 Sub 1 Dec,-4,5,6858,29.9,29.8,1,5.6,2523,3129,2797,2013-08-17,W - Ramsey Nijem,2019-10-12,L - Niko Price
TJ Grant,1984-02-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,3,16,11,8,3 KO 1 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,5,5,7747,27.1,31.2,3,8.4,3128,3128,2695,2009-04-18,W - Ryo Chonan,2013-05-25,W - Gray Maynard
Askar Askarov,1992-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,flyweight,2,16,5,3,0 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,3,4500,28,30.9,0,5.6,3008,3128,2896,2019-09-21,D - Brandon Moreno,2022-03-26,L - Kai Kara-France
Raphael Assuncao,1982-07-19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Brazil,male,bantamweight,2,16,19,12,2 KO 1 Sub 9 Dec,7,3 KO 2 Sub 2 Dec,-1,7,13611,34.2,29.8,2,6.2,2791,3126,2838,2011-03-19,L - Erik Koch,2023-03-11,L - Davey Grant
Thales Leites,1981-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,9,16,21,13,2 KO 5 Sub 6 Dec,8,1 KO 0 Sub 7 Dec,1,5,15833,31.4,31,4,5.7,2825,3121,2763,2006-11-11,L - Martin Kampmann,2018-09-22,W - Hector Lombard
Travis Browne,1982-07-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,3,16,17,9,7 KO 1 Sub 1 Dec,7,4 KO 1 Sub 2 Dec,-4,3,8191,31.5,33.8,7,3.7,2750,3120,2877,2010-06-19,W - James McSweeney,2017-07-08,L - Aleksei Oleinik
Damir Ismagulov,1991-02-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Kazakhstan, Russia",male,lightweight,11,16,7,5,0 KO 0 Sub 5 Dec,2,0 KO 0 Sub 2 Dec,-2,5,6300,30.1,27.2,0,7.7,2942,3118,2854,2018-12-01,W - Alex Gorgees,2023-07-01,L - Grant Dawson
Mauricio Rua,1981-11-25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Brazil,male,light heavyweight,-1,16,24,11,8 KO 0 Sub 3 Dec,12,6 KO 2 Sub 4 Dec,-3,3,15890,33,33.6,8,2.1,2588,3115,2887,2007-09-22,L - Forrest Griffin,2023-01-21,L - Ihor Potieria
Rustam Khabilov,1986-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,"welterweight, lightweight",11,16,13,10,2 KO 0 Sub 8 Dec,3,0 KO 1 Sub 2 Dec,1,6,10263,29.4,30.1,1,7.4,2979,3113,2806,2012-12-15,W - Vinc Pichel,2019-11-09,W - Sergey Khandozhko
John Lineker,1990-06-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,2,16,16,12,6 KO 1 Sub 5 Dec,4,0 KO 1 Sub 3 Dec,-1,6,11300,25,29.5,4,5.7,2677,3113,2705,2012-05-05,L - Louis Gaudinot,2019-04-27,L - Cory Sandhagen
Ramazan Emeev,1987-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,16,8,5,0 KO 0 Sub 5 Dec,3,1 KO 0 Sub 2 Dec,-2,3,6452,32.7,30.3,0,8.6,3120,3111,2760,2017-10-21,W - Sam Alvey,2022-06-11,L - Jack Della Maddalena
Jairzinho Rozenstruik,1988-03-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Suriname,male,heavyweight,3,16,15,9,8 KO 0 Sub 1 Dec,6,2 KO 1 Sub 3 Dec,-1,4,8512,33.5,33.1,3,3.9,2931,3111,2966,2019-02-02,W - Junior Albini,2025-02-01,L - Sergei Pavlovich
Tim Kennedy,1979-09-01,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,middleweight,5,16,5,3,1 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-2,3,4103,35,32.1,2,2.6,2901,3110,2925,2013-07-06,W - Roger Gracie,2016-12-10,L - Kelvin Gastelum
Jimmie Rivera,1989-06-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",3,16,11,7,1 KO 0 Sub 6 Dec,4,1 KO 0 Sub 3 Dec,-1,5,8222,28.6,31.2,2,5.2,2943,3107,2926,2015-07-18,W - Marcus Brimage,2021-02-27,L - Pedro Munhoz
Matt Brown,1981-01-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,5,16,30,17,13 KO 2 Sub 2 Dec,13,3 KO 5 Sub 5 Dec,1,7,16594,33.4,31.4,9,5.1,2832,3105,2738,2008-06-21,W - Matt Arroyo,2023-05-13,W - Court McGee
Gray Maynard,1979-05-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",3,16,20,11,1 KO 0 Sub 10 Dec,7,5 KO 0 Sub 2 Dec,-1,8,15441,32.7,29.5,3,4.7,2627,3104,2769,2007-06-23,NC - Rob Emerson,2018-10-06,L - Nik Lentz
Curtis Millender,1987-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,15,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-2,3,3412,30.9,32.9,1,7.4,2610,3104,2901,2018-02-18,W - Thiago Alves,2019-04-13,L - Belal Muhammad
Gregor Gillespie,1986-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,8,16,8,7,4 KO 2 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,6,3541,31.7,30.6,4,5.6,3103,3103,2808,2016-09-24,W - Glaico Franca,2021-05-08,W - Diego Ferreira
Paul Craig,1987-11-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Scotland",male,"light heavyweight, middleweight",8,16,21,9,3 KO 6 Sub 0 Dec,10,6 KO 2 Sub 2 Dec,-1,4,10094,33.3,30.2,8,5.5,2712,3100,2827,2016-12-17,W - Luis Henrique da Silva,2025-09-06,L - Modestas Bukauskas
Jimi Manuwa,1980-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,light heavyweight,2,16,12,6,5 KO 0 Sub 1 Dec,6,5 KO 0 Sub 1 Dec,-4,3,5055,35.9,31.6,4,3.1,2725,3099,2904,2012-09-29,W - Kyle Kingsbury,2019-06-01,L - Aleksandar Rakic
Mark Hunt,1974-03-23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Australia, Samoa",male,heavyweight,4,16,18,8,7 KO 0 Sub 1 Dec,8,4 KO 2 Sub 2 Dec,-3,4,12054,40.8,34.1,7,3,2704,3097,2900,2010-09-25,L - Sean McCorkle,2018-12-01,L - Justin Willis
Blagoy Ivanov,1986-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Bulgaria,male,heavyweight,8,16,8,3,0 KO 0 Sub 3 Dec,5,0 KO 0 Sub 5 Dec,-2,2,7800,34,33.6,0,5,2686,3095,2959,2018-07-14,L - Junior dos Santos,2023-07-01,L - Alexandr Romanov
Ben Rothwell,1981-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,4,16,17,9,4 KO 3 Sub 2 Dec,8,2 KO 1 Sub 5 Dec,-1,4,10240,34.5,34.5,3,3.1,2700,3093,2790,2009-10-24,L - Cain Velasquez,2021-11-13,L - Marcos Rogerio de Lima
Antonio Silva,1979-09-14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,heavyweight,4,16,11,3,3 KO 0 Sub 0 Dec,7,7 KO 0 Sub 0 Dec,-3,2,4036,34.8,34.8,2,2.2,2499,3093,2907,2012-05-26,L - Cain Velasquez,2016-09-24,L - Roy Nelson
Joanna Jedrzejczyk,1987-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Poland,female,women's strawweight,-1,5,15,10,2 KO 0 Sub 8 Dec,5,2 KO 0 Sub 3 Dec,-2,8,16750,29.9,29.5,3,2.9,2832,3091,2797,2014-07-26,W - Juliana Lima,2022-06-11,L - Zhang Weili
Albert Duraev,1989-01-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,-1,1,2985,33.8,31.1,0,5.2,2813,3091,2800,2021-10-30,W - Roman Kopylov,2023-07-15,L - JunYong Park
Timur Valiev,1990-01-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,"bantamweight, featherweight",16,16,4,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,-1,2,3119,31.3,30.9,1,8.2,2727,3090,2743,2020-08-22,NC - Trevin Jones,2022-03-19,L - Jack Shore
Dong Hyun Kim,1981-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,welterweight,6,16,18,13,4 KO 1 Sub 8 Dec,4,3 KO 0 Sub 1 Dec,-1,4,11978,30.8,29.4,2,4.7,2933,3087,2773,2008-05-24,W - Jason Tan,2017-06-17,L - Colby Covington
Paul Felder,1984-04-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,6,16,15,9,4 KO 1 Sub 4 Dec,6,1 KO 0 Sub 5 Dec,-2,3,12377,33.1,31.8,6,4.5,3008,3086,2840,2014-10-04,W - Jason Saggo,2020-11-14,L - Rafael Dos Anjos
Omari Akhmedov,1987-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,11,16,15,9,2 KO 1 Sub 6 Dec,5,2 KO 1 Sub 2 Dec,-1,3,10809,29.9,31.8,2,7.2,2784,3084,2781,2013-11-09,W - Thiago Perpetuo,2021-07-10,L - Brad Tavares
Josh Koscheck,1977-11-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,8,16,25,15,5 KO 4 Sub 6 Dec,10,3 KO 3 Sub 4 Dec,-5,5,14336,31.5,30,5,3.5,2469,3082,2758,2005-04-09,W - Chris Sanford,2015-03-21,L - Erick Silva
Jack Shore,1995-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Wales",male,featherweight,14,16,9,6,0 KO 3 Sub 3 Dec,3,1 KO 2 Sub 0 Dec,-2,5,5869,27.2,30.1,1,8.9,2774,3080,2786,2019-09-28,W - Nohelin Hernandez,2024-11-02,L - Youssef Zalal
Damon Jackson,1988-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",16,16,14,6,1 KO 2 Sub 3 Dec,6,2 KO 2 Sub 2 Dec,-2,4,8232,32.6,30.9,2,6.7,2654,3080,2776,2014-08-30,L - Yancy Medeiros,2024-11-16,L - Jim Miller
Francisco Trinaldo,1978-08-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,11,16,26,18,5 KO 2 Sub 11 Dec,8,0 KO 2 Sub 6 Dec,-1,7,19329,38.4,31.1,1,6.1,2877,3079,2769,2012-06-23,W - Delson Heleno,2022-10-01,L - Randy Brown
Kenny Florian,1976-05-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,16,17,12,2 KO 8 Sub 2 Dec,5,1 KO 1 Sub 3 Dec,-1,6,11318,31.9,28,5,2.8,2891,3068,2717,2005-04-09,L - Diego Sanchez,2011-10-08,L - Jose Aldo
Rick Story,1984-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,9,16,19,12,2 KO 2 Sub 8 Dec,7,1 KO 1 Sub 5 Dec,-1,6,14233,27.9,28.3,2,5.7,2878,3068,2761,2009-06-13,L - John Hathaway,2016-08-20,L - Donald Cerrone
Rashid Magomedov,1984-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,lightweight,13,16,6,5,1 KO 0 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,1,4,5397,31.2,29,0,6.3,2775,3067,2809,2014-02-01,W - Anthony Rocco Martin,2017-04-15,W - King Green
Yushin Okami,1981-07-21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,"welterweight, light heavyweight",3,16,21,14,4 KO 1 Sub 9 Dec,7,3 KO 1 Sub 3 Dec,-1,4,15130,29.5,32.1,0,4.9,2664,3067,2811,2006-08-26,W - Alan Belcher,2018-12-01,L - Alexey Kunchenko
Michel Prazeres,1981-07-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,14,10,0 KO 3 Sub 7 Dec,4,0 KO 1 Sub 3 Dec,-2,8,10280,35.3,28.5,1,7.9,2482,3067,2735,2013-05-18,L - Paulo Thiago,2021-06-26,L - Shavkat Rakhmonov
Alex Caceres,1988-06-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,10,16,30,16,2 KO 4 Sub 10 Dec,13,1 KO 5 Sub 7 Dec,-2,5,21646,28.8,29.3,8,5.9,2823,3063,2653,2011-03-26,L - Mackens Semerzier,2024-05-11,L - Sean Woodson
Antonio Carlos Junior,1990-03-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,11,16,13,7,0 KO 5 Sub 2 Dec,5,1 KO 0 Sub 4 Dec,-3,5,8937,27.1,32.8,0,5.3,3004,3062,2736,2014-05-31,W - Vitor Miranda,2021-01-23,L - Brad Tavares
Ronda Rousey,1987-02-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,United States,female,women's bantamweight,-1,4,8,6,3 KO 3 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,6,1484,27.8,30.9,7,1.2,2790,3061,2700,2013-02-23,W - Liz Carmouche,2016-12-30,L - Amanda Nunes
Clay Guida,1981-12-08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,lightweight,7,16,37,18,2 KO 5 Sub 11 Dec,19,2 KO 8 Sub 9 Dec,-3,4,25397,32.9,30.7,10,5.1,2577,3061,2783,2006-10-14,W - Justin James,2024-12-07,L - Chase Hooper
Ian Heinisch,1988-08-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,9,16,7,3,1 KO 0 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-2,2,5063,31.5,31.1,0,5.1,2726,3060,2935,2018-11-17,W - Cezar Ferreira,2021-07-24,L - Nassourdine Imavov
Nate Marquardt,1979-04-20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,middleweight,16,16,25,13,6 KO 3 Sub 4 Dec,12,5 KO 0 Sub 7 Dec,-3,4,14355,32.4,31,4,3.7,2712,3060,2822,2005-08-06,W - Ivan Salaverry,2017-11-11,L - Cezar Ferreira
Alex Morono,1990-08-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,24,13,2 KO 2 Sub 9 Dec,10,3 KO 0 Sub 7 Dec,-4,4,17087,30.5,32.2,2,6.5,2647,3060,2763,2016-01-02,W - Kyle Noke,2026-02-07,L - Daniil Donchenko
Ilir Latifi,1982-07-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Albania, Sweden",male,heavyweight,3,16,16,9,3 KO 2 Sub 4 Dec,7,3 KO 0 Sub 4 Dec,-1,3,8938,35.1,32,1,5.1,2807,3058,2817,2013-04-06,L - Gegard Mousasi,2023-05-20,L - Rodrigo Nascimento
Quinton Jackson,1978-06-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,-1,16,13,8,3 KO 0 Sub 5 Dec,5,0 KO 1 Sub 4 Dec,1,3,11117,31.8,32.6,5,1.6,2780,3057,2867,2007-02-03,W - Marvin Eastman,2015-04-25,W - Fabio Maldonado
Lorenz Larkin,1986-09-03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,6,16,10,5,3 KO 0 Sub 2 Dec,5,1 KO 0 Sub 4 Dec,2,2,6499,28.3,29.5,2,5.2,3151,3055,2832,2013-04-20,L - Francis Carmont,2016-08-20,W - Neil Magny
Tim Sylvia,1976-03-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,-1,16,13,9,5 KO 0 Sub 4 Dec,4,0 KO 3 Sub 1 Dec,-1,5,8253,29.5,30.4,1,1.7,2429,3055,2761,2002-09-27,W - Wesley Correira,2008-02-02,L - Antonio Rodrigo Nogueira
Bruno Silva,1989-07-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,11,4,4 KO 0 Sub 0 Dec,7,1 KO 2 Sub 4 Dec,-5,3,5846,33.7,32.1,3,7,2496,3053,2787,2021-06-19,W - Wellington Turman,2025-05-10,L - Marc-Andre Barriault
Matt Hughes,1973-10-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,United States,male,welterweight,-1,16,25,18,8 KO 5 Sub 5 Dec,7,4 KO 3 Sub 0 Dec,-2,6,13376,31.8,29.9,3,2.6,2829,3049,2678,1999-09-24,W - Valeri Ignatov,2011-09-24,L - Josh Koscheck
Bryan Battle,1994-09-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,9,7,3 KO 2 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,3,4652,28.6,30,3,6.1,2968,3048,2743,2021-08-28,W - Gilbert Urbina,2024-12-07,W - Randy Brown
Mark Munoz,1978-02-09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,middleweight,5,16,15,9,3 KO 1 Sub 5 Dec,6,3 KO 2 Sub 1 Dec,1,4,7831,33.9,31.1,1,3.9,2759,3048,2760,2009-03-07,L - Matt Hamill,2015-05-16,W - Luke Barnatt
Casey Kenney,1991-03-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,14,16,8,5,0 KO 1 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,-2,3,6483,29.3,28.1,1,8.8,2931,3046,2836,2019-03-30,W - Ray Borg,2021-08-07,L - Song Yadong
Frank Mir,1979-05-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,-1,16,27,16,5 KO 8 Sub 2 Dec,11,8 KO 0 Sub 3 Dec,-2,4,9340,29.7,32.6,4,2.7,2731,3046,2717,2001-11-02,W - Roberto Traven,2016-03-19,L - Mark Hunt
Urijah Faber,1979-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,United States,male,bantamweight,1,13,18,11,1 KO 6 Sub 4 Dec,7,2 KO 0 Sub 5 Dec,-1,4,14733,35.4,29.6,4,2.8,2955,3044,2869,2011-03-19,W - Eddie Wineland,2019-12-14,L - Petr Yan
Josh Barnett,1977-11-10,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,-1,16,10,7,3 KO 3 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,1,4,5513,30.5,32.9,3,2.6,3052,3043,2795,2000-11-17,W - Gan McGee,2016-09-03,W - Andrei Arlovski
Krzysztof Jotko,1989-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,9,16,17,11,1 KO 0 Sub 10 Dec,6,2 KO 2 Sub 2 Dec,-1,5,12896,28.6,31,1,6.6,3128,3042,2813,2013-12-06,W - Bruno Santos,2022-10-01,L - Brendan Allen
Myles Jury,1988-10-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,8,16,12,8,3 KO 1 Sub 4 Dec,4,1 KO 1 Sub 2 Dec,-2,6,6663,26.6,29.4,1,5.4,2746,3041,2826,2012-06-01,W - Chris Saunders,2019-02-17,L - Andre Fili
Cris Cyborg,1985-07-09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,female,women's featherweight,-1,9,7,6,4 KO 0 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,1,5,3902,32.4,32.6,1,1.9,3220,3040,2703,2016-05-14,W - Leslie Smith,2019-07-27,W - Felicia Spencer
